"program","year","week","site","depth","BT","weekly_max_temp","dhw","annual_max"
"TCRMP",2007,1,"Great Pond",4,30,27.0039705882353,0,1
"TCRMP",2008,1,"Great Pond",4,30,27.0840588235294,0,0
"TCRMP",2008,1,"Great Pond",4,30,26.2549705882353,0,0
"TCRMP",2009,1,"Great Pond",4,30,26.3956617647059,0,0
"TCRMP",2010,1,"Great Pond",4,30,27.7626470588235,0,0
"TCRMP",2011,1,"Great Pond",4,30,26.5579852941176,0,0
"TCRMP",2012,1,"Great Pond",4,30,26.9150514705882,0,0
"TCRMP",2012,1,"Great Pond",4,30,27.1833970588235,0,0
"TCRMP",2013,1,"Great Pond",4,30,27.0529044117647,0,0
"TCRMP",2013,1,"Great Pond",4,30,27.2256470588235,0,0
"TCRMP",2014,1,"Great Pond",4,30,27.0082647058824,0,1
"TCRMP",2014,1,"Great Pond",4,30,27.0924264705882,0,0
"TCRMP",2015,1,"Great Pond",4,30,27.1294779411765,0,0
"TCRMP",2016,1,"Great Pond",4,30,27.1,0,0
"TCRMP",2017,1,"Great Pond",4,30,27.1113823529412,0,0
"TCRMP",2018,1,"Great Pond",4,30,27.3280081967213,0,1
"TCRMP",2018,1,"Great Pond",4,30,26.3664926470588,0,0
"TCRMP",2019,1,"Great Pond",4,30,26.5434632352941,0,0
"TCRMP",2019,1,"Great Pond",4,30,28.0209558823529,0,0
"TCRMP",2020,1,"Great Pond",4,30,28.3554264705882,0,0
"TCRMP",2021,1,"Great Pond",4,30,27.0019558823529,0,0
"TCRMP",2022,1,"Great Pond",4,30,27.0121470588235,0,0
"TCRMP",2023,1,"Great Pond",4,30,26.8438088235294,0,0
"TCRMP",2024,1,"Great Pond",4,30,27.79225,0,0
"TCRMP",2024,1,"Great Pond",4,30,27.68240625,0,0
"TCRMP",2025,1,"Great Pond",4,30,27.7486458333333,0,1
"TCRMP",2008,2,"Great Pond",4,30,26.9264852941176,0,0
"TCRMP",2009,2,"Great Pond",4,30,26.4799705882353,0,0
"TCRMP",2010,2,"Great Pond",4,30,27.7699264705882,0,0
"TCRMP",2011,2,"Great Pond",4,30,26.581,0,0
"TCRMP",2012,2,"Great Pond",4,30,26.6921029411765,0,0
"TCRMP",2013,2,"Great Pond",4,30,26.8087058823529,0,0
"TCRMP",2014,2,"Great Pond",4,30,26.9525735294118,0,0
"TCRMP",2015,2,"Great Pond",4,30,26.9036617647059,0,0
"TCRMP",2017,2,"Great Pond",4,30,27.2280808823529,0,0
"TCRMP",2019,2,"Great Pond",4,30,26.8516323529412,0,0
"TCRMP",2020,2,"Great Pond",4,30,27.7850955882353,0,0
"TCRMP",2021,2,"Great Pond",4,30,26.9785,0,0
"TCRMP",2022,2,"Great Pond",4,30,27.1698676470588,0,0
"TCRMP",2023,2,"Great Pond",4,30,27.0434926470588,0,0
"TCRMP",2024,2,"Great Pond",4,30,27.5414338235294,0,0
"TCRMP",2025,2,"Great Pond",4,30,28.08428125,0,0
"TCRMP",2008,3,"Great Pond",4,30,26.8534558823529,0,0
"TCRMP",2009,3,"Great Pond",4,30,26.2220882352941,0,0
"TCRMP",2010,3,"Great Pond",4,30,27.6893432835821,0,0
"TCRMP",2011,3,"Great Pond",4,30,26.6447647058824,0,0
"TCRMP",2012,3,"Great Pond",4,30,26.3604117647059,0,0
"TCRMP",2013,3,"Great Pond",4,30,26.2875955882353,0,0
"TCRMP",2014,3,"Great Pond",4,30,26.6540367647059,0,0
"TCRMP",2015,3,"Great Pond",4,30,27.2696617647059,0,0
"TCRMP",2017,3,"Great Pond",4,30,26.703125,0,0
"TCRMP",2019,3,"Great Pond",4,30,26.6156102941176,0,0
"TCRMP",2020,3,"Great Pond",4,30,27.1905514705882,0,0
"TCRMP",2022,3,"Great Pond",4,30,27.0165294117647,0,0
"TCRMP",2023,3,"Great Pond",4,30,26.9236544117647,0,0
"TCRMP",2024,3,"Great Pond",4,30,27.6879338235294,0,0
"TCRMP",2025,3,"Great Pond",4,30,27.7958541666667,0,0
"TCRMP",2008,4,"Great Pond",4,30,26.6163382352941,0,0
"TCRMP",2009,4,"Great Pond",4,30,26.5306176470588,0,0
"TCRMP",2010,4,"Great Pond",4,30,27.4049558823529,0,0
"TCRMP",2011,4,"Great Pond",4,30,26.5931764705882,0,0
"TCRMP",2012,4,"Great Pond",4,30,26.1273970588235,0,0
"TCRMP",2013,4,"Great Pond",4,30,26.4484632352941,0,0
"TCRMP",2014,4,"Great Pond",4,30,26.7323161764706,0,0
"TCRMP",2015,4,"Great Pond",4,30,27.5822867647059,0,0
"TCRMP",2017,4,"Great Pond",4,30,26.8607720588235,0,0
"TCRMP",2019,4,"Great Pond",4,30,26.5089044117647,0,0
"TCRMP",2020,4,"Great Pond",4,30,27.3230367647059,0,0
"TCRMP",2022,4,"Great Pond",4,30,26.8703529411765,0,0
"TCRMP",2023,4,"Great Pond",4,30,26.5143897058824,0,0
"TCRMP",2024,4,"Great Pond",4,30,27.5505588235294,0,0
"TCRMP",2025,4,"Great Pond",4,30,27.6543854166667,0,0
"TCRMP",2008,5,"Great Pond",4,30,26.6073529411765,0,0
"TCRMP",2009,5,"Great Pond",4,30,26.6234264705882,0,0
"TCRMP",2010,5,"Great Pond",4,30,27.2401617647059,0,0
"TCRMP",2011,5,"Great Pond",4,30,26.4264264705882,0,0
"TCRMP",2012,5,"Great Pond",4,30,26.1690882352941,0,0
"TCRMP",2013,5,"Great Pond",4,30,26.3067058823529,0,0
"TCRMP",2014,5,"Great Pond",4,30,26.6390882352941,0,0
"TCRMP",2015,5,"Great Pond",4,30,27.2901102941176,0,0
"TCRMP",2017,5,"Great Pond",4,30,26.6568161764706,0,0
"TCRMP",2019,5,"Great Pond",4,30,26.3740441176471,0,0
"TCRMP",2020,5,"Great Pond",4,30,27.7446102941176,0,0
"TCRMP",2022,5,"Great Pond",4,30,26.9768235294118,0,0
"TCRMP",2023,5,"Great Pond",4,30,26.2532720588235,0,0
"TCRMP",2024,5,"Great Pond",4,30,27.7962132352941,0,0
"TCRMP",2025,5,"Great Pond",4,30,27.7511979166667,0,0
"TCRMP",2008,6,"Great Pond",4,30,26.3123235294118,0,0
"TCRMP",2009,6,"Great Pond",4,30,26.4483823529412,0,0
"TCRMP",2010,6,"Great Pond",4,30,27.6378088235294,0,0
"TCRMP",2011,6,"Great Pond",4,30,26.4494852941176,0,0
"TCRMP",2012,6,"Great Pond",4,30,26.2619191176471,0,0
"TCRMP",2013,6,"Great Pond",4,30,26.2195073529412,0,0
"TCRMP",2014,6,"Great Pond",4,30,26.2915,0,0
"TCRMP",2015,6,"Great Pond",4,30,27.2958382352941,0,0
"TCRMP",2017,6,"Great Pond",4,30,26.5790661764706,0,0
"TCRMP",2019,6,"Great Pond",4,30,26.7579117647059,0,0
"TCRMP",2020,6,"Great Pond",4,30,27.7815,0,0
"TCRMP",2022,6,"Great Pond",4,30,26.3507205882353,0,0
"TCRMP",2023,6,"Great Pond",4,30,26.2181323529412,0,0
"TCRMP",2024,6,"Great Pond",4,30,27.7264926470588,0,0
"TCRMP",2025,6,"Great Pond",4,30,27.2646666666667,0,0
"TCRMP",2008,7,"Great Pond",4,30,26.0856470588235,0,0
"TCRMP",2009,7,"Great Pond",4,30,26.0529558823529,0,0
"TCRMP",2010,7,"Great Pond",4,30,27.8076764705882,0,0
"TCRMP",2011,7,"Great Pond",4,30,26.6044558823529,0,0
"TCRMP",2012,7,"Great Pond",4,30,26.5580073529412,0,0
"TCRMP",2013,7,"Great Pond",4,30,26.0746911764706,0,0
"TCRMP",2014,7,"Great Pond",4,30,26.5075,0,0
"TCRMP",2015,7,"Great Pond",4,30,27.4732941176471,0,0
"TCRMP",2017,7,"Great Pond",4,30,27.0679411764706,0,0
"TCRMP",2019,7,"Great Pond",4,30,26.6499411764706,0,0
"TCRMP",2020,7,"Great Pond",4,30,26.9602941176471,0,0
"TCRMP",2022,7,"Great Pond",4,30,26.4581911764706,0,0
"TCRMP",2023,7,"Great Pond",4,30,26.4811102941176,0,0
"TCRMP",2024,7,"Great Pond",4,30,27.7327647058824,0,0
"TCRMP",2025,7,"Great Pond",4,30,27.0035104166667,0,0
"TCRMP",2008,8,"Great Pond",4,30,25.9118088235294,0,0
"TCRMP",2009,8,"Great Pond",4,30,26.2838676470588,0,0
"TCRMP",2010,8,"Great Pond",4,30,27.7855735294118,0,0
"TCRMP",2011,8,"Great Pond",4,30,26.4050588235294,0,0
"TCRMP",2012,8,"Great Pond",4,30,26.3575955882353,0,0
"TCRMP",2013,8,"Great Pond",4,30,26.1681470588235,0,0
"TCRMP",2014,8,"Great Pond",4,30,26.5556691176471,0,0
"TCRMP",2015,8,"Great Pond",4,30,27.4810514705882,0,0
"TCRMP",2017,8,"Great Pond",4,30,27.0726985294118,0,0
"TCRMP",2019,8,"Great Pond",4,30,26.53825,0,0
"TCRMP",2020,8,"Great Pond",4,30,27.2586029411765,0,0
"TCRMP",2022,8,"Great Pond",4,30,26.6330441176471,0,0
"TCRMP",2023,8,"Great Pond",4,30,26.1318602941176,0,0
"TCRMP",2024,8,"Great Pond",4,30,27.5920220588235,0,0
"TCRMP",2025,8,"Great Pond",4,30,27.1259583333333,0,0
"TCRMP",2008,9,"Great Pond",4,30,25.9691470588235,0,0
"TCRMP",2009,9,"Great Pond",4,30,26.1448823529412,0,0
"TCRMP",2010,9,"Great Pond",4,30,28.1176176470588,0,0
"TCRMP",2011,9,"Great Pond",4,30,26.4882205882353,0,0
"TCRMP",2012,9,"Great Pond",4,30,26.3191397058824,0,0
"TCRMP",2013,9,"Great Pond",4,30,26.6114117647059,0,0
"TCRMP",2014,9,"Great Pond",4,30,26.2187279411765,0,0
"TCRMP",2015,9,"Great Pond",4,30,26.8847941176471,0,0
"TCRMP",2017,9,"Great Pond",4,30,26.9106470588235,0,0
"TCRMP",2018,9,"Great Pond",4,30,26.5208235294118,0,0
"TCRMP",2019,9,"Great Pond",4,30,26.2055661764706,0,0
"TCRMP",2020,9,"Great Pond",4,30,27.4884485294118,0,0
"TCRMP",2022,9,"Great Pond",4,30,26.9696617647059,0,0
"TCRMP",2023,9,"Great Pond",4,30,26.4275147058824,0,0
"TCRMP",2024,9,"Great Pond",4,30,27.6678676470588,0,0
"TCRMP",2025,9,"Great Pond",4,30,27.2680729166667,0,0
"TCRMP",2008,10,"Great Pond",4,30,26.0878823529412,0,0
"TCRMP",2009,10,"Great Pond",4,30,26.15275,0,0
"TCRMP",2010,10,"Great Pond",4,30,27.3946470588235,0,0
"TCRMP",2011,10,"Great Pond",4,30,26.3809558823529,0,0
"TCRMP",2012,10,"Great Pond",4,30,26.5385661764706,0,0
"TCRMP",2013,10,"Great Pond",4,30,26.9270661764706,0,0
"TCRMP",2014,10,"Great Pond",4,30,26.7071102941176,0,0
"TCRMP",2015,10,"Great Pond",4,30,26.4550147058824,0,0
"TCRMP",2017,10,"Great Pond",4,30,26.7181764705882,0,0
"TCRMP",2018,10,"Great Pond",4,30,26.5465367647059,0,0
"TCRMP",2019,10,"Great Pond",4,30,26.3385514705882,0,0
"TCRMP",2020,10,"Great Pond",4,30,27.501125,0,0
"TCRMP",2021,10,"Great Pond",4,30,27.435,0,0
"TCRMP",2022,10,"Great Pond",4,30,26.3357205882353,0,0
"TCRMP",2023,10,"Great Pond",4,30,26.8554632352941,0,0
"TCRMP",2024,10,"Great Pond",4,30,27.5008602941176,0,0
"TCRMP",2025,10,"Great Pond",4,30,28.0178125,0,0
"TCRMP",2008,11,"Great Pond",4,30,26.3471176470588,0,0
"TCRMP",2009,11,"Great Pond",4,30,25.1715735294118,0,0
"TCRMP",2010,11,"Great Pond",4,30,28.4347647058824,0,0
"TCRMP",2011,11,"Great Pond",4,30,25.8501911764706,0,0
"TCRMP",2012,11,"Great Pond",4,30,26.4990661764706,0,0
"TCRMP",2013,11,"Great Pond",4,30,26.3638602941176,0,0
"TCRMP",2014,11,"Great Pond",4,30,27.2212058823529,0,0
"TCRMP",2015,11,"Great Pond",4,30,26.5597720588235,0,0
"TCRMP",2017,11,"Great Pond",4,30,26.773625,0,0
"TCRMP",2018,11,"Great Pond",4,30,26.8262867647059,0,0
"TCRMP",2019,11,"Great Pond",4,30,26.7899852941176,0,0
"TCRMP",2020,11,"Great Pond",4,30,27.1568308823529,0,0
"TCRMP",2021,11,"Great Pond",4,30,27.0087941176471,0,0
"TCRMP",2022,11,"Great Pond",4,30,26.4995588235294,0,0
"TCRMP",2023,11,"Great Pond",4,30,27.2039852941176,0,0
"TCRMP",2024,11,"Great Pond",4,30,27.7885118110236,0,0
"TCRMP",2025,11,"Great Pond",4,30,28.439,0,0
"TCRMP",2008,12,"Great Pond",4,30,26.3658235294118,0,0
"TCRMP",2009,12,"Great Pond",4,30,25.9755882352941,0,0
"TCRMP",2010,12,"Great Pond",4,30,28.2270588235294,0,0
"TCRMP",2011,12,"Great Pond",4,30,26.5853676470588,0,0
"TCRMP",2012,12,"Great Pond",4,30,26.4540514705882,0,0
"TCRMP",2013,12,"Great Pond",4,30,27.0534705882353,0,0
"TCRMP",2014,12,"Great Pond",4,30,26.9408088235294,0,0
"TCRMP",2015,12,"Great Pond",4,30,26.9384264705882,0,0
"TCRMP",2017,12,"Great Pond",4,30,27.2343455882353,0,0
"TCRMP",2018,12,"Great Pond",4,30,27.1390661764706,0,0
"TCRMP",2019,12,"Great Pond",4,30,26.8504926470588,0,0
"TCRMP",2020,12,"Great Pond",4,30,27.1204705882353,0,0
"TCRMP",2021,12,"Great Pond",4,30,26.9068970588235,0,0
"TCRMP",2022,12,"Great Pond",4,30,26.8116544117647,0,0
"TCRMP",2023,12,"Great Pond",4,30,26.5896470588235,0,0
"TCRMP",2024,12,"Great Pond",4,30,28.3426875,0,0
"TCRMP",2025,12,"Great Pond",4,30,28.05034375,0,0
"TCRMP",2008,13,"Great Pond",4,30,26.0143235294118,0,0
"TCRMP",2009,13,"Great Pond",4,30,26.0491176470588,0,0
"TCRMP",2010,13,"Great Pond",4,30,28.2684411764706,0,0
"TCRMP",2011,13,"Great Pond",4,30,26.8340735294118,0,0
"TCRMP",2012,13,"Great Pond",4,30,27.2171544117647,0,0
"TCRMP",2013,13,"Great Pond",4,30,27.4157352941176,0,0
"TCRMP",2014,13,"Great Pond",4,30,27.5010882352941,0,0
"TCRMP",2015,13,"Great Pond",4,30,27.1972058823529,0,0
"TCRMP",2017,13,"Great Pond",4,30,27.4890661764706,0,0
"TCRMP",2018,13,"Great Pond",4,30,27.1760882352941,0,0
"TCRMP",2019,13,"Great Pond",4,30,27.5721985294118,0,0
"TCRMP",2020,13,"Great Pond",4,30,27.3665955882353,0,0
"TCRMP",2021,13,"Great Pond",4,30,26.7687647058824,0,0
"TCRMP",2022,13,"Great Pond",4,30,27.1254926470588,0,0
"TCRMP",2023,13,"Great Pond",4,30,26.7572352941176,0,0
"TCRMP",2024,13,"Great Pond",4,30,28.1428541666667,0,0
"TCRMP",2025,13,"Great Pond",4,30,27.8111666666667,0,0
"TCRMP",2008,14,"Great Pond",4,30,25.9587352941176,0,0
"TCRMP",2009,14,"Great Pond",4,30,26.3324705882353,0,0
"TCRMP",2010,14,"Great Pond",4,30,27.5479411764706,0,0
"TCRMP",2011,14,"Great Pond",4,30,26.9031764705882,0,0
"TCRMP",2012,14,"Great Pond",4,30,27.5191470588235,0,0
"TCRMP",2013,14,"Great Pond",4,30,27.2640735294118,0,0
"TCRMP",2014,14,"Great Pond",4,30,27.4741544117647,0,0
"TCRMP",2015,14,"Great Pond",4,30,26.8937647058824,0,0
"TCRMP",2017,14,"Great Pond",4,30,27.6784779411765,0,0
"TCRMP",2018,14,"Great Pond",4,30,27.5014338235294,0,0
"TCRMP",2019,14,"Great Pond",4,30,27.6459191176471,0,0
"TCRMP",2020,14,"Great Pond",4,30,28.1092426470588,0,0
"TCRMP",2021,14,"Great Pond",4,30,27.1191397058824,0,0
"TCRMP",2022,14,"Great Pond",4,30,27.0472720588235,0,0
"TCRMP",2023,14,"Great Pond",4,30,26.7002867647059,0,0
"TCRMP",2024,14,"Great Pond",4,30,29.00253125,0,0
"TCRMP",2025,14,"Great Pond",4,30,27.3359270833333,0,0
"TCRMP",2008,15,"Great Pond",4,30,26.0218382352941,0,0
"TCRMP",2009,15,"Great Pond",4,30,26.9190588235294,0,0
"TCRMP",2010,15,"Great Pond",4,30,27.8231323529412,0,0
"TCRMP",2011,15,"Great Pond",4,30,27.1263676470588,0,0
"TCRMP",2012,15,"Great Pond",4,30,27.9405441176471,0,0
"TCRMP",2013,15,"Great Pond",4,30,27.2160955882353,0,0
"TCRMP",2014,15,"Great Pond",4,30,27.3446470588235,0,0
"TCRMP",2015,15,"Great Pond",4,30,27.0451985294118,0,0
"TCRMP",2017,15,"Great Pond",4,30,28.2112205882353,0,0
"TCRMP",2018,15,"Great Pond",4,30,27.384625,0,0
"TCRMP",2019,15,"Great Pond",4,30,27.0074632352941,0,0
"TCRMP",2020,15,"Great Pond",4,30,28.6507279411765,0,0
"TCRMP",2021,15,"Great Pond",4,30,27.5657279411765,0,0
"TCRMP",2022,15,"Great Pond",4,30,27.3734558823529,0,0
"TCRMP",2023,15,"Great Pond",4,30,27.3679485294118,0,0
"TCRMP",2024,15,"Great Pond",4,30,29.233,0,0
"TCRMP",2025,15,"Great Pond",4,30,27.9708125,0,0
"TCRMP",2008,16,"Great Pond",4,30,26.5324705882353,0,0
"TCRMP",2009,16,"Great Pond",4,30,27.3186470588235,0,0
"TCRMP",2010,16,"Great Pond",4,30,28.9370735294118,0,0
"TCRMP",2011,16,"Great Pond",4,30,27.5068676470588,0,0
"TCRMP",2012,16,"Great Pond",4,30,27.3722205882353,0,0
"TCRMP",2013,16,"Great Pond",4,30,27.22425,0,0
"TCRMP",2014,16,"Great Pond",4,30,27.3199485294118,0,0
"TCRMP",2015,16,"Great Pond",4,30,27.4213235294118,0,0
"TCRMP",2017,16,"Great Pond",4,30,27.7222132352941,0,0
"TCRMP",2018,16,"Great Pond",4,30,27.3811397058824,0,0
"TCRMP",2019,16,"Great Pond",4,30,26.85525,0,0
"TCRMP",2020,16,"Great Pond",4,30,28.3092720588235,0,0
"TCRMP",2021,16,"Great Pond",4,30,27.6235808823529,0,0
"TCRMP",2022,16,"Great Pond",4,30,27.0848382352941,0,0
"TCRMP",2023,16,"Great Pond",4,30,27.4094117647059,0,0
"TCRMP",2024,16,"Great Pond",4,30,28.90009375,0,0
"TCRMP",2008,17,"Great Pond",4,30,26.8216617647059,0,0
"TCRMP",2009,17,"Great Pond",4,30,27.2253382352941,0,0
"TCRMP",2010,17,"Great Pond",4,30,29.2832941176471,0,0
"TCRMP",2011,17,"Great Pond",4,30,27.5331764705882,0,0
"TCRMP",2012,17,"Great Pond",4,30,28.2275514705882,0,0
"TCRMP",2013,17,"Great Pond",4,30,27.3435882352941,0,0
"TCRMP",2014,17,"Great Pond",4,30,27.4128308823529,0,0
"TCRMP",2015,17,"Great Pond",4,30,28.3536029411765,0,0
"TCRMP",2017,17,"Great Pond",4,30,27.4856838235294,0,0
"TCRMP",2018,17,"Great Pond",4,30,27.4955441176471,0,0
"TCRMP",2019,17,"Great Pond",4,30,27.4183382352941,0,0
"TCRMP",2020,17,"Great Pond",4,30,28.478875,0,0
"TCRMP",2021,17,"Great Pond",4,30,27.561875,0,0
"TCRMP",2022,17,"Great Pond",4,30,26.9134338235294,0,0
"TCRMP",2023,17,"Great Pond",4,30,28.8326470588235,0,0
"TCRMP",2024,17,"Great Pond",4,30,29.0436458333333,0,0
"TCRMP",2008,18,"Great Pond",4,30,26.8177647058824,0,0
"TCRMP",2009,18,"Great Pond",4,30,26.9980147058824,0,0
"TCRMP",2010,18,"Great Pond",4,30,29.0337352941176,0,0
"TCRMP",2011,18,"Great Pond",4,30,27.3452794117647,0,0
"TCRMP",2012,18,"Great Pond",4,30,27.6959779411765,0,0
"TCRMP",2013,18,"Great Pond",4,30,27.7588088235294,0,0
"TCRMP",2014,18,"Great Pond",4,30,28.2573161764706,0,0
"TCRMP",2015,18,"Great Pond",4,30,28.3824191176471,0,0
"TCRMP",2017,18,"Great Pond",4,30,27.6900073529412,0,0
"TCRMP",2018,18,"Great Pond",4,30,27.4364852941176,0,0
"TCRMP",2019,18,"Great Pond",4,30,27.2538897058824,0,0
"TCRMP",2020,18,"Great Pond",4,30,28.3255073529412,0,0
"TCRMP",2021,18,"Great Pond",4,30,27.6281176470588,0,0
"TCRMP",2022,18,"Great Pond",4,30,27.6708161764706,0,0
"TCRMP",2023,18,"Great Pond",4,30,28.7655073529412,0,0
"TCRMP",2024,18,"Great Pond",4,30,29.0285833333333,0,0
"TCRMP",2008,19,"Great Pond",4,30,27.1494411764706,0,0
"TCRMP",2009,19,"Great Pond",4,30,27.1866764705882,0,0
"TCRMP",2010,19,"Great Pond",4,30,29.0736323529412,0,0
"TCRMP",2011,19,"Great Pond",4,30,28.1979411764706,0,0
"TCRMP",2012,19,"Great Pond",4,30,28.0852279411765,0,0
"TCRMP",2013,19,"Great Pond",4,30,28.5929926470588,0,0
"TCRMP",2014,19,"Great Pond",4,30,28.291,0,0
"TCRMP",2015,19,"Great Pond",4,30,28.0957132352941,0,0
"TCRMP",2017,19,"Great Pond",4,30,28.2340735294118,0,0
"TCRMP",2018,19,"Great Pond",4,30,27.3089558823529,0,0
"TCRMP",2019,19,"Great Pond",4,30,27.5810661764706,0,0
"TCRMP",2020,19,"Great Pond",4,30,28.6380441176471,0,0
"TCRMP",2021,19,"Great Pond",4,30,28.0217205882353,0,0
"TCRMP",2022,19,"Great Pond",4,30,27.8784926470588,0,0
"TCRMP",2023,19,"Great Pond",4,30,28.5972205882353,0,0
"TCRMP",2024,19,"Great Pond",4,30,29.64890625,0,0
"TCRMP",2008,20,"Great Pond",4,30,27.9413529411765,0,0
"TCRMP",2009,20,"Great Pond",4,30,27.1318970588235,0,0
"TCRMP",2010,20,"Great Pond",4,30,29.1894852941176,0,0
"TCRMP",2011,20,"Great Pond",4,30,27.8171029411765,0,0
"TCRMP",2012,20,"Great Pond",4,30,27.9239852941176,0,0
"TCRMP",2013,20,"Great Pond",4,30,28.3379338235294,0,0
"TCRMP",2014,20,"Great Pond",4,30,28.5869411764706,0,0
"TCRMP",2015,20,"Great Pond",4,30,28.0109705882353,0,0
"TCRMP",2017,20,"Great Pond",4,30,28.3967647058824,0,0
"TCRMP",2018,20,"Great Pond",4,30,27.3760367647059,0,0
"TCRMP",2019,20,"Great Pond",4,30,28.1721911764706,0,0
"TCRMP",2020,20,"Great Pond",4,30,28.4811764705882,0,0
"TCRMP",2021,20,"Great Pond",4,30,28.3819632352941,0,0
"TCRMP",2022,20,"Great Pond",4,30,28.1448529411765,0,0
"TCRMP",2023,20,"Great Pond",4,30,28.7758970588235,0,0
"TCRMP",2024,20,"Great Pond",4,30,30.19596875,1.19596875,0
"TCRMP",2008,21,"Great Pond",4,30,27.9473088235294,0,0
"TCRMP",2009,21,"Great Pond",4,30,28.0875147058824,0,0
"TCRMP",2010,21,"Great Pond",4,30,29.5679558823529,0,0
"TCRMP",2011,21,"Great Pond",4,30,28.8063823529412,0,0
"TCRMP",2012,21,"Great Pond",4,30,28.1037426470588,0,0
"TCRMP",2013,21,"Great Pond",4,30,28.0104044117647,0,0
"TCRMP",2014,21,"Great Pond",4,30,27.998625,0,0
"TCRMP",2015,21,"Great Pond",4,30,28.4883308823529,0,0
"TCRMP",2017,21,"Great Pond",4,30,28.6585808823529,0,0
"TCRMP",2018,21,"Great Pond",4,30,27.568375,0,0
"TCRMP",2019,21,"Great Pond",4,30,28.3144191176471,0,0
"TCRMP",2020,21,"Great Pond",4,30,29.1091397058824,0,0
"TCRMP",2021,21,"Great Pond",4,30,28.5439485294118,0,0
"TCRMP",2022,21,"Great Pond",4,30,28.2302941176471,0,0
"TCRMP",2023,21,"Great Pond",4,30,29.5987647058824,0,0
"TCRMP",2024,21,"Great Pond",4,30,30.2024375,2.39840625,0
"TCRMP",2008,22,"Great Pond",4,30,27.7539264705882,0,0
"TCRMP",2009,22,"Great Pond",4,30,28.4430735294118,0,0
"TCRMP",2010,22,"Great Pond",4,30,29.591,0,0
"TCRMP",2011,22,"Great Pond",4,30,29.3777794117647,0,0
"TCRMP",2012,22,"Great Pond",4,30,28.7909117647059,0,0
"TCRMP",2013,22,"Great Pond",4,30,27.8656617647059,0,0
"TCRMP",2014,22,"Great Pond",4,30,28.2327279411765,0,0
"TCRMP",2015,22,"Great Pond",4,30,28.6755073529412,0,0
"TCRMP",2017,22,"Great Pond",4,30,28.9052058823529,0,0
"TCRMP",2018,22,"Great Pond",4,30,28.1431323529412,0,0
"TCRMP",2019,22,"Great Pond",4,30,28.3512647058824,0,0
"TCRMP",2020,22,"Great Pond",4,30,29.3213382352941,0,0
"TCRMP",2021,22,"Great Pond",4,30,28.427375,0,0
"TCRMP",2022,22,"Great Pond",4,30,28.6888602941176,0,0
"TCRMP",2023,22,"Great Pond",4,30,29.5173970588235,0,0
"TCRMP",2024,22,"Great Pond",4,30,30.1781458333333,3.5765520833333,0
"TCRMP",2008,23,"Great Pond",4,30,27.9136323529412,0,0
"TCRMP",2009,23,"Great Pond",4,30,28.40375,0,0
"TCRMP",2010,23,"Great Pond",4,30,29.8502647058824,0,0
"TCRMP",2011,23,"Great Pond",4,30,29.4715,0,0
"TCRMP",2012,23,"Great Pond",4,30,29.0901691176471,0,0
"TCRMP",2013,23,"Great Pond",4,30,28.2303970588235,0,0
"TCRMP",2014,23,"Great Pond",4,30,28.2865514705882,0,0
"TCRMP",2015,23,"Great Pond",4,30,28.9140882352941,0,0
"TCRMP",2017,23,"Great Pond",4,30,29.0990441176471,0,0
"TCRMP",2018,23,"Great Pond",4,30,28.1580220588235,0,0
"TCRMP",2019,23,"Great Pond",4,30,29.2691102941176,0,0
"TCRMP",2020,23,"Great Pond",4,30,29.2260882352941,0,0
"TCRMP",2021,23,"Great Pond",4,30,28.5286838235294,0,0
"TCRMP",2022,23,"Great Pond",4,30,28.7360441176471,0,0
"TCRMP",2023,23,"Great Pond",4,30,29.6470367647059,0,0
"TCRMP",2024,23,"Great Pond",4,30,30.3781770833333,4.9547291666666,0
"TCRMP",2008,24,"Great Pond",4,30,28.3446323529412,0,0
"TCRMP",2009,24,"Great Pond",4,30,28.7761911764706,0,0
"TCRMP",2010,24,"Great Pond",4,30,29.7762352941176,0,0
"TCRMP",2011,24,"Great Pond",4,30,29.6398088235294,0,0
"TCRMP",2012,24,"Great Pond",4,30,29.0364411764706,0,0
"TCRMP",2013,24,"Great Pond",4,30,28.3865514705882,0,0
"TCRMP",2014,24,"Great Pond",4,30,28.2793308823529,0,0
"TCRMP",2015,24,"Great Pond",4,30,28.8539338235294,0,0
"TCRMP",2017,24,"Great Pond",4,30,29.1038455882353,0,0
"TCRMP",2018,24,"Great Pond",4,30,28.5066985294118,0,0
"TCRMP",2019,24,"Great Pond",4,30,28.5521176470588,0,0
"TCRMP",2020,24,"Great Pond",4,30,29.7050367647059,0,0
"TCRMP",2021,24,"Great Pond",4,30,28.4069044117647,0,0
"TCRMP",2022,24,"Great Pond",4,30,28.6972794117647,0,0
"TCRMP",2023,24,"Great Pond",4,30,29.4942867647059,0,0
"TCRMP",2024,24,"Great Pond",4,30,30.59009375,6.5448229166666,0
"TCRMP",2008,25,"Great Pond",4,30,28.4560294117647,0,0
"TCRMP",2009,25,"Great Pond",4,30,28.8015735294118,0,0
"TCRMP",2010,25,"Great Pond",4,30,29.4755735294118,0,0
"TCRMP",2011,25,"Great Pond",4,30,29.3743823529412,0,0
"TCRMP",2012,25,"Great Pond",4,30,29.1733235294118,0,0
"TCRMP",2013,25,"Great Pond",4,30,28.2656911764706,0,0
"TCRMP",2014,25,"Great Pond",4,30,28.2926397058824,0,0
